id	numPatients	name	source	subtype	mutGenes	patients	pval	expected	n
GO:0051782	1	negative regulation of cell division	go	BP	INTU	NP11	0.227	0.268	1000
GO:0034128	1	negative regulation of MyD88-independent toll-like receptor signaling pathway	go	BP	SARM1	NP12	0.228	0.271	1000
GO:0046069	1	cGMP catabolic process	go	BP	PDE1A	NP17	0.228	0.264	1000
GO:0060972	1	left/right pattern formation	go	BP	SNAI1	NP17	0.228	0.263	1000
GO:0071470	1	cellular response to osmotic stress	go	BP	PKD2	NP11	0.228	0.259	1000
GO:0070863	1	positive regulation of protein exit from endoplasmic reticulum	go	BP	TMEM30A	NP17	0.229	0.261	1000
GO:0043066	7	negative regulation of apoptotic process	go	BP	ADAMTS20,BCL11B,CBX4,FLT4,GLI3,GOLPH3,IL7,INSL6,MMP9,PKHD1,PRAME,PTEN,RPS6KA3,STK40,TP53	NP01,NP10,NP11,NP12,NP16,NP17,NP19	0.23	5.695	1000
GO:0030042	1	actin filament depolymerization	go	BP	MICAL3	NP11	0.23	0.273	1000
GO:0007568	5	aging	go	BP	KRT33B,KRT83,KRTAP4-3,KRTAP4-5,PPP1R9A,PTEN,SCAP,TACR3,TGFB3	NP04,NP11,NP12,NP16,NP17	0.231	3.519	1000
GO:0042593	4	glucose homeostasis	go	BP	HNF1A,LEPR,MBD5,RFX6,SESN3	NP01,NP11,NP12,NP16	0.231	2.574	1000
GO:0021766	3	hippocampus development	go	BP	EIF2B3,GLI3,RELN	NP11,NP12,NP17	0.231	1.72	1000
GO:0048771	1	tissue remodeling	go	BP	MMP14	NP19	0.231	0.272	1000
GO:0060982	1	coronary artery morphogenesis	go	BP	TGFBR1	NP19	0.231	0.261	1000
GO:0007411	5	axon guidance	go	BP	CRMP1,DPYSL5,EPHB3,FLRT2,GLI3,GPC1,KRAS,NFASC,NRAS,POU4F2,RELN,SMAD4,SPTB	NP10,NP11,NP12,NP16,NP17	0.232	3.556	1000
GO:0001956	1	positive regulation of neurotransmitter secretion	go	BP	STX1B	NP12	0.232	0.274	1000
GO:0008064	1	regulation of actin polymerization or depolymerization	go	BP	SSH2	NP11	0.232	0.275	1000
GO:0072089	1	stem cell proliferation	go	BP	RNF43,ZNRF3	NP16	0.232	0.263	1000
GO:0097151	1	positive regulation of inhibitory postsynaptic potential	go	BP	RIMS1	NP12	0.232	0.261	1000
GO:2000352	2	negative regulation of endothelial cell apoptotic process	go	BP	FGA,KRIT1	NP11,NP16	0.233	0.955	1000
GO:0032330	1	regulation of chondrocyte differentiation	go	BP	TRPS1	NP17	0.233	0.279	1000
GO:0051549	1	positive regulation of keratinocyte migration	go	BP	MMP9	NP11	0.233	0.271	1000
GO:0021987	3	cerebral cortex development	go	BP	CDH2,FAT4,FOXP2	NP01,NP11,NP12	0.234	1.728	1000
GO:0001958	2	endochondral ossification	go	BP	GNAS,MMP14	NP16,NP19	0.234	0.962	1000
GO:0061051	1	positive regulation of cell growth involved in cardiac muscle cell development	go	BP	AKAP6	NP19	0.234	0.284	1000
GO:0060079	2	excitatory postsynaptic potential	go	BP	PPP1R9A,PPP3CA	NP11,NP17	0.235	0.954	1000
GO:0034616	1	response to laminar fluid shear stress	go	BP	TGFB3	NP04	0.235	0.269	1000
GO:1902260	1	negative regulation of delayed rectifier potassium channel activity	go	BP	KCNE1	NP11	0.235	0.288	1000
GO:2001020	1	regulation of response to DNA damage stimulus	go	BP	NEK4	NP11	0.235	0.283	1000
GO:0070373	3	negative regulation of ERK1 and ERK2 cascade	go	BP	PTEN,SMAD4	NP12,NP16,NP17	0.236	1.743	1000
GO:0007221	1	positive regulation of transcription of Notch receptor target	go	BP	MAML3	NP19	0.236	0.272	1000
GO:0009649	1	entrainment of circadian clock	go	BP	PER1	NP12	0.236	0.287	1000
GO:0036302	1	atrioventricular canal development	go	BP	SMAD4	NP17	0.236	0.282	1000
GO:1902259	1	regulation of delayed rectifier potassium channel activity	go	BP	KCNE1	NP11	0.236	0.275	1000
GO:1903214	1	regulation of protein targeting to mitochondrion	go	BP	PRKN	NP11	0.236	0.276	1000
GO:0010882	1	regulation of cardiac muscle contraction by calcium ion signaling	go	BP	RYR2	NP19	0.237	0.283	1000
GO:0048705	2	skeletal system morphogenesis	go	BP	HOXC8,TGFBR1	NP16,NP19	0.238	0.985	1000
GO:0061098	2	positive regulation of protein tyrosine kinase activity	go	BP	RELN	NP12,NP17	0.238	0.959	1000
GO:0002281	1	macrophage activation involved in immune response	go	BP	SBNO2	NP11	0.238	0.279	1000
GO:0007216	1	G-protein coupled glutamate receptor signaling pathway	go	BP	HOMER2	NP11	0.238	0.283	1000
GO:0045198	1	establishment of epithelial cell apical/basal polarity	go	BP	MSN	NP16	0.239	0.284	1000
GO:0043931	1	ossification involved in bone maturation	go	BP	FAT4	NP01	0.24	0.284	1000
GO:0044321	1	response to leptin	go	BP	LEPR	NP01	0.24	0.279	1000
GO:0060687	1	regulation of branching involved in prostate gland morphogenesis	go	BP	ESR1	NP11	0.24	0.298	1000
GO:0071168	1	protein localization to chromatin	go	BP	ESR1	NP11	0.24	0.289	1000
GO:1903358	1	regulation of Golgi organization	go	BP	DNM2	NP16	0.24	0.257	1000
GO:0051896	1	regulation of protein kinase B signaling	go	BP	SESN3	NP11	0.241	0.285	1000
GO:0001937	2	negative regulation of endothelial cell proliferation	go	BP	KRIT1,TGFBR1	NP16,NP19	0.242	0.982	1000
GO:0007616	2	long-term memory	go	BP	RELN	NP12,NP17	0.242	0.972	1000
GO:0033173	1	calcineurin-NFAT signaling cascade	go	BP	PPP3CA	NP11	0.242	0.292	1000
GO:0051281	2	positive regulation of release of sequestered calcium ion into cytosol	go	BP	AKAP6,PLCG1	NP16,NP19	0.243	0.927	1000
GO:0022612	1	gland morphogenesis	go	BP	MSN	NP16	0.243	0.301	1000
GO:0030814	1	regulation of cAMP metabolic process	go	BP	PKD2	NP11	0.243	0.285	1000
GO:0060017	1	parathyroid gland development	go	BP	TGFBR1	NP19	0.243	0.288	1000
GO:0032092	3	positive regulation of protein binding	go	BP	ARHGEF7,CAPRIN2,HIPK2,HSP90AB1,KRIT1,VTN	NP11,NP12,NP16	0.244	1.798	1000
GO:0036010	1	protein localization to endosome	go	BP	TMEM30A	NP17	0.244	0.279	1000
GO:0009967	3	positive regulation of signal transduction	go	BP	ADAMTS20,BLNK,CD80	NP10,NP11,NP19	0.245	1.789	1000
GO:0050790	3	regulation of catalytic activity	go	BP	KRIT1,RIMS1,TTN	NP12,NP16,NP19	0.245	1.749	1000
GO:0003360	1	brainstem development	go	BP	SMAD4	NP17	0.245	0.283	1000
GO:0019048	1	modulation by virus of host morphology or physiology	go	BP	HIPK2	NP11	0.245	0.283	1000
GO:0070102	1	interleukin-6-mediated signaling pathway	go	BP	SMAD4	NP17	0.245	0.296	1000
GO:0007338	3	single fertilization	go	BP	HOXA10,HOXD9,SLC22A16,SMAD4	NP12,NP16,NP17	0.246	1.79	1000
GO:0051973	2	positive regulation of telomerase activity	go	BP	MAP3K4,WRAP53	NP11,NP17	0.246	0.968	1000
GO:0030913	1	paranodal junction assembly	go	BP	NFASC	NP11	0.246	0.28	1000
GO:0072075	1	metanephric mesenchyme development	go	BP	PKD2	NP11	0.246	0.294	1000
GO:0006661	3	phosphatidylinositol biosynthetic process	go	BP	INPP4A,PTEN	NP12,NP16,NP17	0.247	1.826	1000
GO:0030203	2	glycosaminoglycan metabolic process	go	BP	AGRN,GPC1,NCAN	NP11,NP16	0.247	1.025	1000
GO:0071420	1	cellular response to histamine	go	BP	GABRB1	NP11	0.247	0.298	1000
GO:2000270	1	negative regulation of fibroblast apoptotic process	go	BP	CHD8	NP19	0.247	0.295	1000
GO:0007183	1	SMAD protein complex assembly	go	BP	SMAD4	NP17	0.248	0.299	1000
GO:0010586	1	miRNA metabolic process	go	BP	ZCCHC11	NP11	0.248	0.293	1000
GO:0010591	1	regulation of lamellipodium assembly	go	BP	SSH2	NP11	0.248	0.303	1000
GO:0002903	1	negative regulation of B cell apoptotic process	go	BP	IRS2	NP11	0.249	0.298	1000
GO:0070072	1	vacuolar proton-transporting V-type ATPase complex assembly	go	BP	ATP6V0A2	NP11	0.249	0.296	1000
GO:0034340	1	response to type I interferon	go	BP	MX1	NP01	0.25	0.293	1000
GO:1900121	1	negative regulation of receptor binding	go	BP	PTPRF	NP12	0.252	0.301	1000
GO:2000617	1	positive regulation of histone H3-K9 acetylation	go	BP	SMAD4	NP17	0.252	0.291	1000
GO:0006516	1	glycoprotein catabolic process	go	BP	ADAMTS9	NP10	0.253	0.302	1000
GO:0016559	1	peroxisome fission	go	BP	ACOT8	NP01	0.253	0.312	1000
GO:0040011	1	locomotion	go	BP	JPH3	NP16	0.253	0.305	1000
GO:0042117	1	monocyte activation	go	BP	ADAM10	NP11	0.253	0.292	1000
GO:0090005	1	negative regulation of establishment of protein localization to plasma membrane	go	BP	PID1	NP11	0.253	0.295	1000
GO:0000165	6	MAPK cascade	go	BP	AKAP9,DUSP9,FGF23,IRS2,KIT,KRAS,MAP3K4,NRAS,POU4F2,RASA3,RASAL2,SPTB,YWHAB	NP10,NP11,NP12,NP16,NP17,NP19	0.254	4.645	1000
GO:0010944	1	negative regulation of transcription by competitive promoter binding	go	BP	BHLHE41	NP11	0.254	0.308	1000
GO:1904754	1	positive regulation of vascular associated smooth muscle cell migration	go	BP	DOCK4	NP16	0.254	0.29	1000
GO:0007218	4	neuropeptide signaling pathway	go	BP	GLRA3,GPR83,MC2R,NPY4R,PTGDR2,QRFPR,SORCS1	NP11,NP16,NP17,NP19	0.255	2.711	1000
GO:0001514	1	selenocysteine incorporation	go	BP	EEFSEC	NP16	0.255	0.313	1000
GO:0042119	1	neutrophil activation	go	BP	PREX1	NP12	0.255	0.299	1000
GO:0045059	1	positive thymic T cell selection	go	BP	DOCK2	NP01	0.255	0.308	1000
GO:0048339	1	paraxial mesoderm development	go	BP	TEAD2	NP11	0.255	0.314	1000
GO:0086036	1	regulation of cardiac muscle cell membrane potential	go	BP	TRDN	NP04	0.255	0.295	1000
GO:0060325	2	face morphogenesis	go	BP	NIPBL,TGFB3	NP04,NP16	0.256	1.049	1000
GO:0016081	1	synaptic vesicle docking	go	BP	STX1B	NP12	0.256	0.309	1000
GO:0016926	1	protein desumoylation	go	BP	SENP2	NP01	0.256	0.298	1000
GO:0070613	1	regulation of protein processing	go	BP	RPS6KA2	NP17	0.256	0.306	1000
GO:0070723	1	response to cholesterol	go	BP	TGFBR1	NP19	0.256	0.299	1000
GO:0085020	1	protein K6-linked ubiquitination	go	BP	PRKN	NP11	0.256	0.314	1000
GO:1903546	1	protein localization to photoreceptor outer segment	go	BP	C2orf71,TULP1	NP19	0.256	0.298	1000
GO:0007093	2	mitotic cell cycle checkpoint	go	BP	MAD1L1,NBN	NP10,NP11	0.257	1.02	1000
GO:0050690	2	regulation of defense response to virus by virus	go	BP	AP1M1,AP1S1,DOCK2	NP01,NP11	0.257	0.984	1000
GO:0051402	2	neuron apoptotic process	go	BP	BIRC8,POU4F3	NP16,NP19	0.257	1.05	1000
GO:0002091	1	negative regulation of receptor internalization	go	BP	SDCBP	NP12	0.257	0.298	1000
GO:0021516	1	dorsal spinal cord development	go	BP	PROX1	NP16	0.257	0.301	1000
GO:0006508	7	proteolysis	go	BP	ACAN,ADAM12,ADAMTS10,ADAMTS13,ADAMTS16,ADAMTS20,ADAMTS9,DPP10,F5,KLK8,MMP14,MMP25,MMP9,PAPPA,PRSS55,RBP3,RELN,SCRN3,THSD4,UBE3A,XPNPEP1	NP01,NP10,NP11,NP12,NP16,NP17,NP19	0.258	5.823	1000
GO:0051091	4	positive regulation of sequence-specific DNA binding transcription factor activity	go	BP	ESR1,HIPK2,KIT,NKX6-1,PLPP3,PPP3CA,PTEN	NP11,NP12,NP16,NP17	0.258	2.688	1000
GO:0002244	3	hematopoietic progenitor cell differentiation	go	BP	ARHGEF7,KRT75,PRRC2C,RBM47,SMPD3	NP11,NP12,NP17	0.258	1.863	1000
GO:0019064	1	fusion of virus membrane with host plasma membrane	go	BP	CXCR4	NP19	0.258	0.286	1000
GO:0008616	1	queuosine biosynthetic process	go	BP	QTRT1	NP01	0.259	0.311	1000
GO:0016045	1	detection of bacterium	go	BP	PGLYRP2	NP11	0.259	0.329	1000
GO:0051963	1	regulation of synapse assembly	go	BP	PPP1R9A	NP17	0.259	0.3	1000
GO:1901223	1	negative regulation of NIK/NF-kappaB signaling	go	BP	ADGRG3	NP16	0.259	0.319	1000
GO:0035137	1	hindlimb morphogenesis	go	BP	HOXD9	NP17	0.26	0.29	1000
GO:0060261	1	positive regulation of transcription initiation from RNA polymerase II promoter	go	BP	HNF1A	NP11	0.26	0.314	1000
GO:0002221	1	pattern recognition receptor signaling pathway	go	BP	PGLYRP2	NP11	0.261	0.323	1000
GO:0007217	1	tachykinin receptor signaling pathway	go	BP	TACR3	NP12	0.261	0.307	1000
GO:0060054	1	positive regulation of epithelial cell proliferation involved in wound healing	go	BP	B4GALT1	NP12	0.261	0.311	1000
GO:0086013	1	membrane repolarization during cardiac muscle cell action potential	go	BP	KCNE1	NP11	0.261	0.317	1000
GO:2000001	1	regulation of DNA damage checkpoint	go	BP	CUL4A	NP11	0.261	0.318	1000
GO:0048762	1	mesenchymal cell differentiation	go	BP	TGFBR1	NP19	0.262	0.329	1000
GO:0060993	1	kidney morphogenesis	go	BP	VANGL2	NP19	0.262	0.33	1000
GO:0046638	1	positive regulation of alpha-beta T cell differentiation	go	BP	GLI3	NP17	0.263	0.317	1000
GO:0070886	1	positive regulation of calcineurin-NFAT signaling cascade	go	BP	AKAP6	NP19	0.263	0.319	1000
GO:0000082	4	G1/S transition of mitotic cell cycle	go	BP	CACUL1,CCNA1,CUL4A,CUL5,ORC1,PPP3CA,PPP6C	NP01,NP11,NP16,NP19	0.264	2.802	1000
GO:0043967	2	histone H4 acetylation	go	BP	CHD5,PER1	NP10,NP12	0.264	1.046	1000
GO:0003300	1	cardiac muscle hypertrophy	go	BP	RYR2,TTN	NP19	0.264	0.333	1000
GO:0031102	1	neuron projection regeneration	go	BP	PTPRF	NP12	0.264	0.323	1000
GO:0035865	1	cellular response to potassium ion	go	BP	CACNA1H	NP11	0.264	0.306	1000
GO:0060042	1	retina morphogenesis in camera-type eye	go	BP	PROX1	NP16	0.264	0.326	1000
GO:0018146	2	keratan sulfate biosynthetic process	go	BP	ACAN,B4GALT1	NP12,NP17	0.265	0.996	1000
GO:0030449	2	regulation of complement activation	go	BP	CFH,VTN	NP12,NP19	0.265	0.976	1000
GO:0015824	1	proline transport	go	BP	SLC6A17	NP16	0.265	0.318	1000
GO:0071711	1	basement membrane organization	go	BP	FLRT2	NP16	0.265	0.321	1000
GO:1990001	1	inhibition of cysteine-type endopeptidase activity involved in apoptotic process	go	BP	BIRC8	NP16	0.265	0.306	1000
GO:0043433	3	negative regulation of sequence-specific DNA binding transcription factor activity	go	BP	ESR1,PROX1,ZNF431	NP11,NP12,NP16	0.266	1.847	1000
GO:0048096	1	chromatin-mediated maintenance of transcription	go	BP	ARID1B	NP11	0.266	0.303	1000
GO:0090037	1	positive regulation of protein kinase C signaling	go	BP	FLT4	NP11	0.266	0.326	1000
GO:1904706	1	negative regulation of vascular smooth muscle cell proliferation	go	BP	TGFB3	NP04	0.266	0.315	1000
GO:0001654	2	eye development	go	BP	BMPR1B,HIPK2	NP11,NP19	0.267	1.046	1000
GO:0007052	2	mitotic spindle organization	go	BP	NDC80,TTK	NP11,NP16	0.267	1.017	1000
GO:0055072	2	iron ion homeostasis	go	BP	STEAP2,STEAP4	NP16,NP19	0.267	1.028	1000
GO:0060124	1	positive regulation of growth hormone secretion	go	BP	ARHGEF7	NP11	0.267	0.31	1000
GO:0090181	1	regulation of cholesterol metabolic process	go	BP	LMF1	NP12	0.267	0.323	1000
GO:0030901	2	midbrain development	go	BP	FOXB1,SMAD9	NP10,NP11	0.268	1.066	1000
GO:0010226	1	response to lithium ion	go	BP	ACTA1	NP11	0.268	0.324	1000
GO:0010544	1	negative regulation of platelet activation	go	BP	THBD	NP16	0.268	0.323	1000
GO:0043486	1	histone exchange	go	BP	VPS72	NP01	0.268	0.311	1000
GO:0051965	3	positive regulation of synapse assembly	go	BP	ADGRL3,EPHB3,FLRT2,LRRC4B	NP12,NP16,NP17	0.269	1.874	1000
GO:0050658	1	RNA transport	go	BP	RBFOX1	NP11	0.269	0.331	1000
GO:0050774	1	negative regulation of dendrite morphogenesis	go	BP	PPP3CA	NP11	0.269	0.332	1000
GO:0000187	4	activation of MAPK activity	go	BP	CXCR4,DUSP9,KIT,TGFB3,TP73	NP04,NP12,NP16,NP19	0.27	2.812	1000
GO:0051384	3	response to glucocorticoid	go	BP	CALCR,GPR83,KRAS,PAPPA	NP10,NP11,NP17	0.27	1.889	1000
GO:0007628	2	adult walking behavior	go	BP	DMRT3,HIPK2	NP11,NP19	0.27	1.069	1000
GO:0030032	2	lamellipodium assembly	go	BP	ARHGEF7,GOLPH3,KIT	NP11,NP16	0.27	1.029	1000
GO:0086010	2	membrane depolarization during action potential	go	BP	CACNA1E,CACNA1H	NP11,NP16	0.27	1.044	1000
GO:0071803	1	positive regulation of podosome assembly	go	BP	MSN	NP16	0.27	0.332	1000
GO:1904262	1	negative regulation of TORC1 signaling	go	BP	SESN3	NP11	0.27	0.316	1000
GO:0030903	1	notochord development	go	BP	TEAD2	NP11	0.272	0.336	1000
GO:0045835	1	negative regulation of meiotic nuclear division	go	BP	RPS6KA2	NP17	0.272	0.317	1000
GO:0090150	1	establishment of protein localization to membrane	go	BP	SYNE3	NP16	0.272	0.324	1000
GO:0042127	5	regulation of cell proliferation	go	BP	DUSP22,KCNH1,KIT,LGR5,PKD2,TFAP2C,TGFB3,TNFRSF11B	NP04,NP11,NP16,NP17,NP19	0.273	3.675	1000
GO:0045669	3	positive regulation of osteoblast differentiation	go	BP	BMPR1B,GLI3,GNAS	NP16,NP17,NP19	0.273	1.856	1000
GO:0048791	2	calcium ion-regulated exocytosis of neurotransmitter	go	BP	RIMS1,SYT15	NP11,NP12	0.273	1.045	1000
GO:0010907	1	positive regulation of glucose metabolic process	go	BP	IRS2	NP11	0.273	0.331	1000
GO:0046903	1	secretion	go	BP	RIMS1	NP12	0.273	0.325	1000
GO:0030643	1	cellular phosphate ion homeostasis	go	BP	FGF23	NP19	0.274	0.323	1000
GO:0006930	1	substrate-dependent cell migration, cell extension	go	BP	SDCBP	NP12	0.275	0.326	1000
GO:0048660	1	regulation of smooth muscle cell proliferation	go	BP	PDE1A	NP17	0.275	0.318	1000
GO:0061314	1	Notch signaling involved in heart development	go	BP	SNAI1	NP17	0.275	0.331	1000
GO:2000304	1	positive regulation of ceramide biosynthetic process	go	BP	SMPD3	NP12	0.275	0.334	1000
GO:0040007	2	growth	go	BP	FOXP2,ST6GAL2	NP12,NP16	0.276	1.051	1000
GO:0072520	1	seminiferous tubule development	go	BP	SMAD4	NP17	0.276	0.339	1000
GO:0021510	2	spinal cord development	go	BP	FOXB1,PKD2,PTN	NP10,NP11	0.277	1.053	1000
GO:0021915	2	neural tube development	go	BP	INTU,PKD2,PROX1	NP11,NP16	0.277	1.043	1000
GO:0031638	1	zymogen activation	go	BP	MMP14	NP19	0.277	0.325	1000
GO:0001955	1	blood vessel maturation	go	BP	CDH5	NP11	0.278	0.322	1000
GO:0007184	1	SMAD protein import into nucleus	go	BP	TGFB3	NP04	0.278	0.337	1000
GO:0007606	1	sensory perception of chemical stimulus	go	BP	GNAS	NP16	0.278	0.33	1000
GO:0001952	1	regulation of cell-matrix adhesion	go	BP	ONECUT2	NP17	0.279	0.348	1000
GO:0006942	1	regulation of striated muscle contraction	go	BP	MYBPC3	NP17	0.279	0.333	1000
GO:0039694	1	viral RNA genome replication	go	BP	PCBP1	NP17	0.279	0.313	1000
GO:0007275	7	multicellular organism development	go	BP	ADAMTS9,CDK13,DCAF7,DSPP,DUSP22,GTF2IRD1,HKR1,HOXA10,LEPR,LMX1B,MOV10L1,OBSCN,RECQL4,SLC22A16,ST6GAL2,TP53,WIPF3,ZNF256,ZNF831	NP01,NP10,NP11,NP12,NP16,NP17,NP19	0.28	5.86	1000
GO:0006936	4	muscle contraction	go	BP	ACTA1,ACTG2,CACNA1H,MYH4,MYH6,TRDN,TTN	NP04,NP11,NP17,NP19	0.28	2.776	1000
GO:0035234	1	ectopic germ cell programmed cell death	go	BP	KIT	NP16	0.28	0.328	1000
GO:0046653	1	tetrahydrofolate metabolic process	go	BP	MTHFD1L	NP11	0.28	0.353	1000
GO:0060712	1	spongiotrophoblast layer development	go	BP	SENP2	NP01	0.28	0.347	1000
GO:0072015	1	glomerular visceral epithelial cell development	go	BP	PODXL	NP11	0.28	0.325	1000
GO:0006012	1	galactose metabolic process	go	BP	B4GALT1	NP12	0.281	0.333	1000
GO:0032963	1	collagen metabolic process	go	BP	TNS2	NP11	0.281	0.326	1000
GO:0045741	1	positive regulation of epidermal growth factor-activated receptor activity	go	BP	FBXW7	NP10	0.281	0.348	1000
GO:0071313	1	cellular response to caffeine	go	BP	RYR2	NP19	0.281	0.356	1000
GO:0010498	1	proteasomal protein catabolic process	go	BP	PRKN	NP11	0.282	0.326	1000
GO:0030851	1	granulocyte differentiation	go	BP	ZFPM1	NP11	0.282	0.351	1000
GO:0033673	1	negative regulation of kinase activity	go	BP	IRS2	NP11	0.282	0.344	1000
GO:0035988	1	chondrocyte proliferation	go	BP	MMP14	NP19	0.282	0.331	1000
GO:0097267	1	omega-hydroxylase P450 pathway	go	BP	CYP2C9	NP11	0.282	0.351	1000
GO:1904851	1	positive regulation of establishment of protein localization to telomere	go	BP	WRAP53	NP17	0.282	0.343	1000
GO:0046641	1	positive regulation of alpha-beta T cell proliferation	go	BP	CD80	NP11	0.283	0.334	1000
GO:0051489	1	regulation of filopodium assembly	go	BP	PPP1R9A	NP17	0.283	0.341	1000
GO:0090307	2	mitotic spindle assembly	go	BP	MYBL2,TUBGCP2	NP11,NP17	0.284	1.069	1000
GO:0031639	1	plasminogen activation	go	BP	FGA	NP11	0.284	0.338	1000
GO:0050953	1	sensory perception of light stimulus	go	BP	WHRN	NP11	0.284	0.334	1000
GO:0045787	2	positive regulation of cell cycle	go	BP	GDPD5,PROX1	NP11,NP16	0.285	1.1	1000
GO:0009651	1	response to salt stress	go	BP	HSP90AB1	NP11	0.285	0.348	1000
GO:2000810	1	regulation of bicellular tight junction assembly	go	BP	SNAI1	NP17	0.285	0.342	1000
GO:2001222	1	regulation of neuron migration	go	BP	FLRT2,NKX6-1	NP16	0.285	0.345	1000
GO:0008608	1	attachment of spindle microtubules to kinetochore	go	BP	NDC80	NP16	0.286	0.354	1000
GO:0010831	1	positive regulation of myotube differentiation	go	BP	MMP14	NP19	0.286	0.346	1000
GO:0031023	1	microtubule organizing center organization	go	BP	BCAS3	NP11	0.286	0.339	1000
GO:0034063	1	stress granule assembly	go	BP	CIRBP	NP11	0.286	0.348	1000
GO:0045943	1	positive regulation of transcription from RNA polymerase I promoter	go	BP	HEATR1	NP19	0.286	0.347	1000
GO:0002027	2	regulation of heart rate	go	BP	MYH6,RYR2	NP11,NP19	0.287	1.088	1000
GO:0032206	1	positive regulation of telomere maintenance	go	BP	NBN	NP10	0.287	0.35	1000
GO:0007399	6	nervous system development	go	BP	ARHGEF7,ARID1B,CRMP1,DPYSL5,FGF14,FUT9,INTU,MBD5,NEXMIF,PCDHA1,PCDHB12,PTN,RAPGEF5,RBFOX1,SRRM4,VLDLR,ZNF423	NP01,NP10,NP11,NP16,NP17,NP19	0.288	4.783	1000
GO:0050796	3	regulation of insulin secretion	go	BP	CACNA1C,CACNA1E,ITPR3,RFX6	NP11,NP12,NP16	0.288	1.924	1000
GO:0003091	2	renal water homeostasis	go	BP	ADCY4,ADCY9,PRKACG	NP11,NP12	0.288	1.041	1000
GO:0006294	2	nucleotide-excision repair, preincision complex assembly	go	BP	CHD1L,CUL4A	NP11,NP17	0.288	1.075	1000
GO:0016574	1	histone ubiquitination	go	BP	HUWE1	NP11	0.288	0.356	1000
GO:0035845	1	photoreceptor cell outer segment organization	go	BP	C2orf71	NP19	0.288	0.354	1000
GO:0043117	1	positive regulation of vascular permeability	go	BP	PTP4A3	NP12	0.288	0.344	1000
GO:2000344	1	positive regulation of acrosome reaction	go	BP	CACNA1H	NP11	0.288	0.356	1000
GO:0032000	1	positive regulation of fatty acid beta-oxidation	go	BP	IRS2	NP11	0.289	0.348	1000
GO:0022407	1	regulation of cell-cell adhesion	go	BP	EPHB3	NP12	0.29	0.36	1000
GO:0033160	1	positive regulation of protein import into nucleus, translocation	go	BP	HSP90AB1	NP11	0.29	0.347	1000
GO:0045793	1	positive regulation of cell size	go	BP	HSP90AB1	NP11	0.29	0.346	1000
GO:0001886	1	endothelial cell morphogenesis	go	BP	COL18A1	NP11	0.291	0.362	1000
GO:0060020	1	Bergmann glial cell differentiation	go	BP	PLPP3	NP12	0.291	0.348	1000
GO:0060711	1	labyrinthine layer development	go	BP	SENP2	NP01	0.291	0.348	1000
GO:0031122	2	cytoplasmic microtubule organization	go	BP	SLAIN2,TRDN,TUBGCP2	NP04,NP11	0.292	1.086	1000
GO:0090501	1	RNA phosphodiester bond hydrolysis	go	BP	SMG7	NP10	0.292	0.351	1000
GO:1904153	1	negative regulation of retrograde protein transport, ER to cytosol	go	BP	ERLEC1	NP16	0.292	0.351	1000
GO:0006298	2	mismatch repair	go	BP	MSH6,TP73	NP12,NP16	0.293	1.118	1000
GO:0010225	1	response to UV-C	go	BP	MAP3K4	NP11	0.293	0.363	1000
GO:0043030	1	regulation of macrophage activation	go	BP	MUC5B	NP12	0.293	0.353	1000
GO:1903206	1	negative regulation of hydrogen peroxide-induced cell death	go	BP	GPR37	NP11	0.293	0.373	1000
GO:0016569	4	chromatin modification	go	BP	ARID1B,CBX4,CBX6,CHD8,RBL1,SFMBT1,VPS72	NP01,NP10,NP11,NP19	0.295	2.901	1000
GO:0030183	3	B cell differentiation	go	BP	ADGRG3,BLNK,IL11	NP11,NP16,NP17	0.296	1.978	1000
GO:0048701	2	embryonic cranial skeleton morphogenesis	go	BP	GNAS,MMP14,TGFBR1	NP16,NP19	0.296	1.086	1000
GO:0097186	1	amelogenesis	go	BP	SLC24A4	NP19	0.296	0.369	1000
GO:0046034	2	ATP metabolic process	go	BP	MYH4,MYH6	NP11,NP19	0.297	1.101	1000
GO:0043586	1	tongue development	go	BP	GLI3	NP17	0.297	0.361	1000
GO:0048489	1	synaptic vesicle transport	go	BP	DNM2	NP16	0.297	0.376	1000
GO:0045892	7	negative regulation of transcription, DNA-templated	go	BP	BHLHE41,CBX4,CHD8,FOXP2,GLI3,HR,NIPBL,PER1,PRAME,PROX1,SBNO2,SFMBT1,SMAD4,SUDS3,TP53,TRIM24,TRIM33,YWHAB,ZNF256,ZNF423,ZNF540	NP01,NP10,NP11,NP12,NP16,NP17,NP19	0.298	5.901	1000
GO:0002088	2	lens development in camera-type eye	go	BP	PROX1,TGFBR1	NP16,NP19	0.298	1.119	1000
GO:0001771	1	immunological synapse formation	go	BP	DOCK2	NP01	0.298	0.363	1000
GO:0035999	1	tetrahydrofolate interconversion	go	BP	MTHFD1L	NP11	0.298	0.366	1000
GO:0050919	2	negative chemotaxis	go	BP	FLRT2,SEMA3D	NP10,NP16	0.3	1.128	1000
GO:0006493	2	protein O-linked glycosylation	go	BP	GALNT10,GALNT2,GALNT9,KCNE1,POMT2	NP11,NP12	0.301	1.099	1000
GO:0030501	2	positive regulation of bone mineralization	go	BP	BMPR1B,TGFB3	NP04,NP19	0.302	1.146	1000
GO:0003149	1	membranous septum morphogenesis	go	BP	VANGL2	NP19	0.302	0.375	1000
GO:0044342	1	type B pancreatic cell proliferation	go	BP	NKX6-1	NP16	0.302	0.355	1000
